ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2024-01-02 01:00:00,167.22451484744224,214.8637029047934,374.4615529077905,167.22451484744224,167.22451484744224,129.65421745083256,129.65421745083256,129.65421745083256,19.91519392025071,19.91519392025071,19.91519392025071,0.7493299769993845,0.7493299769993845,0.7493299769993845,108.98969355358246,108.98969355358246,108.98969355358246,0.0,0.0,0.0,296.8787322982748
2024-01-02 02:00:00,167.21898478737484,212.0659200232493,371.0716309061443,167.21898478737484,167.21898478737484,125.36422528551131,125.36422528551131,125.36422528551131,15.536144667406406,15.536144667406406,15.536144667406406,0.8847167608811162,0.8847167608811162,0.8847167608811162,108.9433638572238,108.9433638572238,108.9433638572238,0.0,0.0,0.0,292.5832100728861
2024-01-02 03:00:00,167.21345472730746,205.89642414941423,364.1519867415115,167.21345472730746,167.21345472730746,122.04841089583483,122.04841089583483,122.04841089583483,12.1631948143338,12.1631948143338,12.1631948143338,0.988585646359657,0.988585646359657,0.988585646359657,108.89663043514139,108.89663043514139,108.89663043514139,0.0,0.0,0.0,289.2618656231423
2024-01-02 04:00:00,167.20792466724006,206.65141089681822,362.8383187994479,167.20792466724006,167.20792466724006,117.7066474541939,117.7066474541939,117.7066474541939,7.795297672658663,7.795297672658663,7.795297672658663,1.0618567242392685,1.0618567242392685,1.0618567242392685,108.84949305729596,108.84949305729596,108.84949305729596,0.0,0.0,0.0,284.91457212143393
2024-01-02 05:00:00,167.20239460717266,197.6332906667942,361.52488263974254,167.20239460717266,167.20239460717266,111.66042332445465,111.66042332445465,111.66042332445465,1.752661011549235,1.752661011549235,1.752661011549235,1.105810824899244,1.105810824899244,1.105810824899244,108.80195148800615,108.80195148800615,108.80195148800615,0.0,0.0,0.0,278.8628179316273
2024-01-02 06:00:00,167.1968645471053,190.1445812183615,355.02686375092003,167.1968645471053,167.1968645471053,106.33828048591204,106.33828048591204,106.33828048591204,-3.5377900000608546,-3.5377900000608546,-3.5377900000608546,1.1220650000158872,1.1220650000158872,1.1220650000158872,108.75400548595701,108.75400548595701,108.75400548595701,0.0,0.0,0.0,273.53514503301733
2024-01-02 07:00:00,167.1913344870379,192.49452422360204,353.8314248875691,167.1913344870379,167.1913344870379,105.2953728529137,105.2953728529137,105.2953728529137,-4.5228260789699934,-4.5228260789699934,-4.5228260789699934,1.1125441276802952,1.1125441276802952,1.1125441276802952,108.70565480420338,108.70565480420338,108.70565480420338,0.0,0.0,0.0,272.4867073399516
2024-01-02 08:00:00,167.18580442697052,186.41192479182024,355.9875762977177,167.18580442697052,167.18580442697052,109.47174613091218,109.47174613091218,109.47174613091218,-0.2646020971063276,-0.2646020971063276,-0.2646020971063276,1.0794490378590254,1.0794490378590254,1.0794490378590254,108.65689919015949,108.65689919015949,108.65689919015949,0.0,0.0,0.0,276.6575505578827
2024-01-02 09:00:00,167.18027436690312,203.1426610373652,365.20498271213523,167.18027436690312,167.18027436690312,115.60965049741654,115.60965049741654,115.60965049741654,5.976690516566378,5.976690516566378,5.976690516566378,1.0252215952191073,1.0252215952191073,1.0252215952191073,108.60773838563105,108.60773838563105,108.60773838563105,0.0,0.0,0.0,282.7899248643197
2024-01-02 10:00:00,167.17474430683572,203.47574533017567,370.1273165421337,167.17474430683572,167.17474430683572,118.64005467318636,118.64005467318636,118.64005467318636,9.129375332680175,9.129375332680175,9.129375332680175,0.9525072137114978,0.9525072137114978,0.9525072137114978,108.55817212679467,108.55817212679467,108.55817212679467,0.0,0.0,0.0,285.8147989800221
2024-01-02 11:00:00,167.16921424676832,202.6828209527468,362.9432436883793,167.16921424676832,167.16921424676832,115.85770578240844,115.85770578240844,115.85770578240844,6.485390333124952,6.485390333124952,6.485390333124952,0.8641153050768636,0.8641153050768636,0.8641153050768636,108.50820014420664,108.50820014420664,108.50820014420664,0.0,0.0,0.0,283.0269200291768
2024-01-02 12:00:00,167.16368418670092,199.31296863159915,362.41668229773353,167.16368418670092,167.16368418670092,108.8813803504627,108.8813803504627,108.8813803504627,-0.3394199999402518,-0.3394199999402518,-0.3394199999402518,0.7629781875979765,0.7629781875979765,0.7629781875979765,108.45782216280499,108.45782216280499,108.45782216280499,0.0,0.0,0.0,276.0450645371636
2024-01-02 13:00:00,167.15815412663355,188.65473780921366,349.49599018440045,167.15815412663355,167.15815412663355,101.59867979575277,101.59867979575277,101.59867979575277,-7.460467103528374,-7.460467103528374,-7.460467103528374,0.6521089973381693,0.6521089973381693,0.6521089973381693,108.40703790194297,108.40703790194297,108.40703790194297,0.0,0.0,0.0,268.7568339223863
2024-01-02 14:00:00,167.15262406656615,186.96415767493886,346.4302512146178,167.15262406656615,167.15262406656615,96.30702537319536,96.30702537319536,96.30702537319536,-12.583380855162773,-12.583380855162773,-12.583380855162773,0.5345591529911907,0.5345591529911907,0.5345591529911907,108.35584707536692,108.35584707536692,108.35584707536692,0.0,0.0,0.0,263.4596494397615
2024-01-02 15:00:00,167.14709400649875,179.23407762747232,335.77614173276146,167.14709400649875,167.14709400649875,92.0244005056698,92.0244005056698,92.0244005056698,-16.69322481417048,-16.69322481417048,-16.69322481417048,0.4133759286092354,0.4133759286092354,0.4133759286092354,108.30424939123105,108.30424939123105,108.30424939123105,0.0,0.0,0.0,259.1714945121686
2024-01-02 16:00:00,167.14156394643135,178.2469611140288,330.0131099621849,167.14156394643135,167.14156394643135,86.65203733167029,86.65203733167029,86.65203733167029,-21.89176790326074,-21.89176790326074,-21.89176790326074,0.2915606828037837,0.2915606828037837,0.2915606828037837,108.25224455212725,108.25224455212725,108.25224455212725,0.0,0.0,0.0,253.79360127810162
2024-01-02 17:00:00,167.13603388636395,169.69422810147972,330.1488471786687,167.13603388636395,167.13603388636395,80.62560270844529,80.62560270844529,80.62560270844529,-27.74625782816884,-27.74625782816884,-27.74625782816884,0.17202828153701188,0.17202828153701188,0.17202828153701188,108.19983225507711,108.19983225507711,108.19983225507711,0.0,0.0,0.0,247.76163659480923
2024-01-02 18:00:00,167.13050382629658,167.3438504377243,325.11484262846744,167.13050382629658,167.13050382629658,78.006250424765,78.006250424765,78.006250424765,-30.198329999982274,-30.198329999982274,-30.198329999982274,0.057568233201515204,0.057568233201515204,0.057568233201515204,108.14701219154574,108.14701219154574,108.14701219154574,0.0,0.0,0.0,245.13675425106157
